#,Applicant Name,Discipline ,Allocation,Mailing Address,MA Part 2,Mail City,Mail State,Mail Zip,Fiscal Year
1070,L A Stage Alliance,Business Management & Arts Advocacy,"24,000 ",PO Box 811908,,Los Angeles,CA,90081,2014-15
1071,LA Contemporary Dance,Dance,"3,800 ",4470 W. Sunset Blvd.,#553,Los Angeles,CA,90027,2014-15
1072,LA Theatre Works,Multi-disciplinary,"7,600 ",681 Venice Boulevard,,Venice,CA,90291-4805,2014-15
1073,Latina Dance Project,Multi-disciplinary,"1,300 ",2159 Lyric Avenue,,Los Angeles,CA,90027,2014-15
1074,Latin-American Cinemateca of Los Angeles,Media,"4,920 ",3714 Griffin Avenue,,Los Angeles,CA,90031,2014-15
1075,LatinArt.com,Visual/Design,"3,080 ",532 N. Rossmore Ave.,#404,Los Angeles,CA,90004,2014-15
1076,Latino Theater Company,Theatre,"12,700 ",514 S. Spring Street,,Los Angeles,CA,90013,2014-15
1077,Launch Productions Inc,Multi-disciplinary,"4,560 ",5858 Wilshrie Blvd,Ste 205,Los Angeles,CA,90036,2014-15
1078,LAXART,Visual/Design,"8,600 ",2640 S. La Cienega Boulevard,,Los Angeles,CA,90034,2014-15
1079,Les Figues Press,Literature,"2,560 ",PO Box 7736,,Los Angeles,CA,90007,2014-15
1080,Light Bringer Project,Multi-disciplinary,"4,900 ",99 S. Raymond Ave.,Suite 407,Pasadena,CA,91105,2014-15
1081,Los Angeles Art Association,Visual/Design,"7,200 ",825 N. La Cienega Boulevard,,Los Angeles,CA,90069,2014-15
1082,"Los Angeles Chamber Ballet, Inc.",Dance,"3,424 ",1222 S. Westgate Avenue,Suite 102,Los Angeles,CA,90025,2014-15
1083,"Los Angeles Chamber Singers, Inc.",Music,"2,664 ",2055 Kelton Avenue,,Los Angeles,CA,90025-5703,2014-15
1084,"Los Angeles Chambers Orchestra Society, Inc., The",Music,"20,000 ",350 S. Figueroa Street,Suite 183,Los Angeles,CA,90071,2014-15
1085,"Los Angeles Chambers Orchestra Society, Inc., The",Music,"12,700 ",350 S. Figueroa Street,Suite 183,Los Angeles,CA,90071,2014-15
1086,"Los Angeles Choreographers & Dancers, Inc.",Dance,"4,944 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2014-15
1087,"Los Angeles Choreographers & Dancers, Inc.",Dance,"3,040 ",351 S. Virgil Avenue,,Los Angeles,CA,90020-1315,2014-15
1088,"Los Angeles Contemporary Exhibitions, Inc.",Visual/Design,"10,400 ",6522 Hollywood Boulevard,,Los Angeles,CA,90028,2014-15
1089,Los Angeles Drama Club Inc,Theatre,"4,184 ",1210 S. Sycamore Ave,,Los Angeles,CA,90019,2014-15
1090,"Los Angeles Forum for Architecture and Urban Design, The",Visual/Design,"4,240 ",P.O. Box 291774,,Los Angeles,CA,90029,2014-15
1091,Los Angeles Jazz Society,Music,"6,080 ",5903 Noble Avenue,,Van Nuys,CA,91411,2014-15
1092,Los Angeles Jewish Symphony,Music,"4,560 ",17455 La Cuesta Lane,,Encino,CA,91316-3900,2014-15
1093,Los Angeles Master Chorale Association,Music,"39,000 ",135 N. Grand Avenue,,Los Angeles,CA,90012-3013,2014-15
1094,Los Angeles Municipal Art Gallery Associates,Community Advancement,"4,148 ",4800 Hollywood Boulevard,,Los Angeles,CA,90027,2014-15
1095,Los Angeles Nomadic Division,Multi-disciplinary,"5,840 ",8033 Sunset Blvd.,#455,Los Angeles,CA,90046,2014-15
1096,Los Angeles Opera Company,Music,"13,600 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2014-15
1097,Los Angeles Philharmonic Association,Music,"44,000 ",151 S. Grand Avenue,,Los Angeles,CA,90012,2014-15
1098,Los Angeles Poverty Department,Theatre,"6,840 ",POB 26190,,Los Angeles,CA,90026-0190,2014-15
1099,"Los Angeles Theatre Academy, Inc",Theatre,"1,440 ",929 Academy Rd,,Los Angeles,CA,90012,2014-15
1100,Los Angeles Womens Theatre Festival,Multi-disciplinary,"3,800 ",11411 Cumpston Street,#204,North Hollywood,CA,91604,2014-15
1101,Lula Washington Contemporary Dance Foundation,Dance,"7,600 ",3773 Crenshaw Boulevard,,Los Angeles,CA,90016,2014-15
1102,Luminario Ballet of Los Angeles,Dance,"1,300 ",5683 Alcove Ave,,Valley Village,CA,91607,2014-15
1103,Lummis Day Community Foundation Inc,Festivals/Parades,"3,600 ",1109 Oneonta Drive,,Los Angeles,CA,90065,2014-15
1104,Machine Project,Multi-disciplinary,"2,280 ",1200-D Alvarado Street,,Los Angeles,CA,90026,2014-15
1105,Main Street Canoga Park,Festivals/Parades,"4,160 ",7022 Middlesbury St,,West Hills,CA,91307,2014-15
1106,Mariachi Plaza Festival Foundation,Festivals/Parades,"4,560 ",5271 E. Beverly Blvd,,Los Angeles,CA,90022,2014-15
1107,Materials & Applications,Visual/Design,"4,160 ",1619 Silver Lake Boulevard,,Los Angeles,CA,90026,2014-15
1108,Metropolitan Master Chorale,Music,"3,800 ",P.O. Box 481318,,Los Angeles,CA,90048,2014-15
1109,Monday Evening Concerts,Music,"3,800 ",3710 S. Robertson Boulevard,Suite 200,Culver City,CA,90232,2014-15
1110,"Mural Conservancy, The",Culture/History,"4,000 ",155 W. Washington Blvd,Ste G1,Los Angeles,CA,90015,2014-15
1111,Museum Associates,Visual/Design,"40,000 ",5905 Wilshire Boulevard,,Los Angeles,CA,90036,2014-15
1112,"Museum of Contemporary Art, Los Angeles",Visual/Design,"22,000 ",250 S. Grand Avenue,,Los Angeles,CA,90012,2014-15
1113,Museum of Jurassic Technology,Visual/Design,"3,800 ",9341 Venice Boulevard,,Los Angeles,CA,90232,2014-15
1114,"Music Circle, The",Traditional/Folk,"3,800 ",625 S. Madison Avenue,,Pasadena,CA,91106,2014-15
1115,"Music Unlocks Success in Children Foundation, The",Music,"3,740 ",21701 Ambar Dr,,Woodland Hills,CA,91364,2014-15
1116,MUSYCA,Music,"3,040 ",10110 Melinda Wat,#5,Northridge,CA,91325,2014-15
1117,National Association of Latino Independent Producers Inc,Business Management & Arts Advocacy,"14,400 ",1642 Westwood,302,Los Angeles,CA,90024,2014-15
1118,Network of Ensemble Theaters,Business Management & Arts Advocacy,"4,680 ",1709 N. Avenue 56,,Los Angeles,CA,90042,2014-15
1119,"Odyssey Theatre Foundation, The",Theatre,"9,100 ",2055 S. Sepulveda Boulevard,,Los Angeles,CA,90025,2014-15
1120,ONE National Gay & Lesbian Archives Inc,Culture/History,"3,400 ",909 West Adams Blvd,,Los Angeles,CA,90007,2014-15
1121,"Other Side of the Hill Productions Inc., The",Theatre,"1,680 ",5108 Lankershim Boulevard,,North Hollywood,CA,91601,2014-15
1122,Otis Art Institute,Visual/Design,"14,400 ",9045 Lincoln Boulevard,,Los Angeles,CA,90045,2014-15
1123,Outfest,Media,"22,000 ",3470 Wilshire Blvd,Suite 935,Los Angeles,CA,90010,2014-15
1124,Overtone Industries,Multi-disciplinary,"1,300 ",6535 Wilshire Boulevard,Suite 202,Los Angeles,CA,90046,2014-15
1125,P.S. Arts,Multi-disciplinary,"5,000 ",1728 Abbott Kinney Blvd,Ste 101,Venice,CA,90291,2014-15
1126,Pacific Serenades,Music,"3,040 ",1201 W. 5th Street,Suite F-240,Los Angeles,CA,90017,2014-15
1127,Pacoima Chamber of Commerce,Festivals/Parades,"5,704 ",13172 Van Nuys Blvd,Suite #2,Pacoima,CA,91331,2014-15
1128,"Pan African Film Festival, The",Multi-disciplinary,"10,160 ",3775 Santa Rosalia Drive,,Los Angeles,CA,90008,2014-15
1129,PEN Center USA West,Literature,"6,360 ",P.O. Box 6037,,Beverly Hills,CA,90212,2014-15
1130,Performing Arts Center of Los Angeles County,Multi-disciplinary,"31,000 ",135 N. Grand Avenue,,Los Angeles,CA,90012,2014-15
1131,Piano Spheres,Music,"3,800 ",3001 Maxwell Street,,Los Angeles,CA,90027,2014-15
1132,Playwright's Arena,Theatre,"2,560 ",514 S. Spring St.,,Los Angeles,CA,90013,2014-15
1133,Plaza de Cultura y Arte Foundation,Culture/History,"21,000 ",501 N Main St,,Los Angeles,CA,90012,2014-15
1134,"Plaza de la Raza, Inc",Multi-disciplinary,"4,000 ",3540 N. Mission Road,,Los Angeles,CA,90031-3135,2014-15
1135,"Plaza de la Raza, Inc",Multi-disciplinary,"3,040 ",3540 N. Mission Road,,Los Angeles,CA,90031-3135,2014-15
1136,Poor Dog Group,Theatre,"1,200 ",1526 Parmer Ave,,Los Angeles,CA,90026-5107,2014-15
1137,Project X Foundation for Art and Criticism,Visual/Design,"4,840 ",PO Box 41-437,,Los Angeles,CA,90041,2014-15
1138,Rachel Rosenthal Company,Multi-disciplinary,"3,800 ",2847 S Robertson Blvd,,Los Angeles,CA,90034,2014-15
1139,Rampart Theater Project Inc,Theatre,"5,168 ",2220 W Beverly Boulevard,,Los Angeles,CA,90057,2014-15
1140,Rangoli Foundation for Art and Culture,Dance,"3,800 ",14748 Morrison Street,,Sherman Oaks,CA,91403,2014-15
1141,Razorcake/Gorsky Press Inc,Multi-disciplinary,"5,320 ",P.O. Box 42129,,Los Angeles,CA,90042-0129,2014-15
1142,Red Hen Press Inc,Literature,"1,920 ",P.O. Box 40820,,Pasadena,CA,91114,2014-15
1143,Regional Organization of Oaxaca,Festivals/Parades,"6,464 ",5120 N. St. Malo Ave,,Covina,CA,91722,2014-15
1144,Rhapsody in Taps Incorporated,Dance,"5,320 ",4812 Matney Avenue,,Long Beach,CA,90807-1228,2014-15
1145,Rogue Artists Ensemble,Theatre,"5,168 ",1219 W 91ST ST,,Los Angeles,CA,90044-2005,2014-15
1146,Rosanna Gamson/World Wide Inc.,Dance,"1,440 ",343 Laveta Terrace,,Los Angeles,CA,90026,2014-15
1147,Ryman Carroll Foundation,Visual/Design,"7,200 ",315 W. 9th Street,Suite 806,Los Angeles,CA,90015,2014-15
1148,San Fernando Valley Youth Chorus,Music,"3,424 ",22700 Sherman Way,,Canoga Park,CA,91307,2014-15
1149,San Pedro City Ballet,Dance,"3,040 ",1231 Pacific Avenue,,San Pedro,CA,90731,2014-15
1150,Santa Cecilia Opera and Orchestra Association,Music,"7,600 ",2759 W. Broadway,,Los Angeles,CA,90041,2014-15
1151,Saturday Night Bath Concert Fund,Music,"1,100 ",4558 West 153rd Place,,Lawndale,CA,90260-1613,2014-15
1152,"Self-Help Graphics and Arts, Inc.",Visual/Design,"14,400 ",1300 East First St,,Boyle Heights,CA,90033,2014-15
1153,"Shakespeare At Play, Inc.",Theatre,"9,800 ",328 Brighton Street,,Burbank,CA,91506,2014-15
1154,Shakespeare by the Sea,Theatre,"3,424 ",777 Center Street,,San Pedro,CA,90731,2014-15
1155,"Shakespeare Center of Los Angeles Inc, The",Theatre,"12,700 ",1238 W. 1st Street,,Los Angeles,CA,90026,2014-15
1156,Show Box LA,Dance,"4,560 ",1060 S. Ogden Dr.,#2,Los Angeles,CA,90019,2014-15
1157,SINERGIA Theatre Group-Grupo de Teatro SINERGIA,Theatre,"6,080 ",2332 W. 4th Street,,Los Angeles,CA,90057-2702,2014-15
1158,Skirball Cultural Center,Music,"12,700 ",2701 N. Sepulveda Boulevard,,Los Angeles,CA,90049,2014-15
1159,Society for the Activation of Social Space through Art and Sound,Music,"3,040 ",P.O. Box 50386,,Los Angeles,CA,90050,2014-15
1160,Son of Semele Ensemble Inc,Theatre,"4,560 ",3301 Beverly Boulevard,,Los Angeles,CA,90004,2014-15
1161,"South Bay Chamber Music Society, Inc.",Music,"3,040 ",Box 2313,,Palos Verdes Peninsula,CA,90274,2014-15
1162,Southern California Center for Non-Profit Management,Business Management & Arts Advocacy,"18,000 ",1000 N. Alameda Street,Suite 250,Los Angeles,CA,90012,2014-15
1163,Southern California Institute of Architecture,Visual/Design,"11,500 ",960 E. 3rd Street,,Los Angeles,CA,90013,2014-15
1164,Southern California Public Radio,Media,"8,500 ",261 S. Figueroa Street,Suite 200,Los Angeles,CA,90012,2014-15
1165,"Street Poets, Inc.",Music,"6,080 ",2116 Arlington Avenue,#310,Los Angeles,CA,90018,2014-15
1166,Symphonic Jazz Orchestra,Music,"3,040 ",P.O. Box 1421,,Culver City,CA,90232,2014-15
1167,Ta Yer,Multi-disciplinary,"1,480 ",1416 N. Garfield Avenue,,Pasadena,CA,91104,2014-15
1168,TAIKOPROJECT,Multi-disciplinary,"8,960 ",505 E. 3rd St,,Los Angeles,CA,90013,2014-15
1169,TeAda Productions,Multi-disciplinary,"3,360 ",522 Wilshire Boulevard,Suite H,Santa Monica,CA,90401,2014-15
1170,Thai Community Arts and Cultural Center,Traditional/Folk,"1,600 ",P.O. Box 2105,,Venice,CA,90294-2105,2014-15
1171,Theatre Movement Bazaar Inc,Theatre,"4,560 ",16442 Gilmore St.,,Lake Balboa,CA,91406,2014-15
1172,Theatre of Hearts Inc,Multi-disciplinary,"7,600 ",672 S. La Fayette Park Place,Suite 47,Los Angeles,CA,90057,2014-15
1173,"Theatre West, Inc.",Theatre,"5,600 ",3333 Cahuenga Boulevard West,,Los Angeles,CA,90068,2014-15
1174,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"5,552 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2014-15
1175,"Tia Chucha's Centro Cultural, Inc.",Multi-disciplinary,"6,080 ",13197- A Gladstone Avenue,,Sylmar,CA,91342,2014-15
1176,Unusual Suspects Theatre Co,Theatre,"7,600 ",617 S. Olive Street,# 812,Los Angeles,CA,90014,2014-15
1177,Valley Cultural Center,Music,"4,560 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2014-15
1178,Valley Cultural Center,Music,"4,560 ",21550 Oxnard Street,Suite 470,Woodland Hills,CA,91367,2014-15
1179,Velaslavasay Panorama,Multi-disciplinary,"3,800 ",1122 W. 24th Street,,Los Angeles,CA,90007-1724,2014-15
1180,Venice Arts in Neighborhoods,Media,"13,000 ",1702 Lincoln Blvd,,Venice,CA,90291,2014-15
1181,Visual Communications (Southern California Asian American Studies Central),Media,"11,200 ",120 Judge John Aiso Street,,Los Angeles,CA,90012,2014-15
1182,Viver Brasil Dance Company,Dance,"4,560 ",2141 N. Gower Street,,Los Angeles,CA,90068,2014-15
1183,Vox Femina Los Angeles,Music,"5,320 ",3341 Caroline Avenue,,Culver City,CA,90232,2014-15
1184,Watts Village Theater Company,Theatre,"5,320 ",PO Box 72715,,Los Angeles,CA,90002,2014-15
1185,"Wende Musem of the Cold War Inc, The",Culture/History,"9,600 ",5741 Buckingham Parkway,Sutie E,Culver City,CA,90230,2014-15
1186,Will Geer Theatricum Botanicum,Theatre,"4,560 ",P.O. Box 1222,,Topanga,CA,90290,2014-15
1187,Women in Film,Media,"15,400 ",6100 Wilshire Boulevard,Suite 710,Los Angeles,CA,90048,2014-15
1188,"Wulf, The",Multi-disciplinary,"2,664 ",1026 S. Santa Fe Avenue,#203,Los Angeles,CA,90021,2014-15
1189,Young Musicians Foundation,Music,"8,400 ",244 South San Pedro St,"5th Floor, Suite 506",Los Angeles,CA,90012,2014-15
1190,Young Storytellers Foundation,Theatre,"6,120 ",923 E 3rd St,Ste 307,Los Angeles,CA,90013,2014-15
1191,Zocalo Public Square,Culture/History,"4,000 ",5042 Wilshire Boulevard,,Los Angeles,CA,90036,2014-15
1192,24th St Theatre Company,Theatre,"11,100 ",1117 W. 24th St,,Los Angeles,CA,90007,2015-16
1193,501 (see Three) ARTS,Theatre,"7,600 ",11405 Biona Dr,,Los Angeles,CA,90066,2015-16
1194,826LA,Literature,"26,660 ",1714 W. Sunset Blvd,,Los Angeles,CA,90026,2015-16
1195,A Window Between Worlds,Visual/Design,"27,920 ",710 4th Ave,#5,Venice,CA,90291,2015-16
1196,About Productions,Theatre,"5,840 ",145 N. Raymond Ave,,Pasadena,CA,91103-3921,2015-16
1197,Academy for New Musical Theatre Inc.,Theatre,"7,480 ",5628 Vineland Ave,,North Hollywood,CA,91601,2015-16
1198,Afro-American Chamber Music Society,Music,"3,600 ",3500 W. Manchester Blvd,Unit 83,Inglewood,CA,90305,2015-16
1199,Alliance of Women Filmmakers,Media,"4,300 ",1317 N. San Fernando Blvd,#340,Burbank,CA,91504,2015-16
1200,Ambulante USA,Media,"8,740 ",1639 11th St,Ste 180,Santa Monica,CA,90404,2015-16
1201,Angel City Arts,Multi-disciplinary,"5,460 ",5426 Los Feliz Blvd,,Los Angeles,CA,90027,2015-16
1202,Angels Gate Cultural Center,Visual/Design,"14,900 ",3601 S. Gaffey St,,San Pedro,CA,90731,2015-16
1203,"Antaeus Company, The",Theatre,"6,720 ",5114 Lankershim Blvd,,North Hollywood,CA,91601,2015-16
1204,Armand Hammer Museum of Art and Cultural Center Inc.,Visual/Design,"29,180 ",10899 Wilshire Blvd,,Los Angeles,CA,90024,2015-16
1205,Armory Center for the Arts,Visual/Design,"12,000 ",145 N. Raymond Ave,,Pasadena,CA,91103,2015-16
1206,"Arroyo Arts Collective, The",Visual/Design,"4,580 ",P O Box 50835,,Los Angeles,CA,90050,2015-16
1207,Art of Elysium,Visual/Design,"22,880 ",3278 Wilshire Blvd,Penthouse,Los Angeles,CA,90010,2015-16
1208,Arts and Services for Disabled Incorporated,Visual/Design,"20,000 ",3626 E. Pacific Coast Highway,,Long Beach,CA,90804,2015-16
1209,Arts for LA,Business Management & Arts Advocacy,"10,280 ","1149 S Hill St, H-100",,Los Angeles,CA,90015,2015-16
1210,Automata Arts,Multi-disciplinary,"4,960 ",504 Chung King Court,,Los Angeles,CA,90012,2015-16
1211,Autry National Center of the American West,Theatre,"25,400 ",4700 Western Heritage Way,,Los Angeles,CA,90027-1462,2015-16
1212,"Avenue 50 Studio, Inc.",Visual/Design,"6,700 ",131 N. Ave 50,,Los Angeles,CA,90042,2015-16
1213,"Barcid Foundation, The",Media,"2,010 ",1801 Kingsley Dr,#102,Los Angeles,CA,90027,2015-16
1214,Barnsdall Art Park Foundation,Multi-disciplinary,"5,846 ",4800 Hollywood Blvd,,Los Angeles,CA,90027,2015-16
1215,Benita Bikes DanceArt Inc.,Dance,"3,275 ",10211 Sunland Blvd,,Los Angeles,CA,91040,2015-16
1216,Beyond Baroque Foundation,Literature,"8,160 ",681 Venice Blvd,,Venice,CA,90291,2015-16
1217,"Bilingual Foundation of the Arts - Fundacion Bilingue de Los Artes, Inc.",Theatre,"10,700 ",421 N. Ave 19,,Los Angeles,CA,90031,2015-16
1218,"Blank Theatre Company, The",Theatre,"11,380 ",1301 Lucile Ave,,Los Angeles,CA,90026-1519,2015-16
1219,Body Weather Laboratory,Dance,"5,710 ",636 Millwood Ave,,Venice,CA,90291,2015-16
1220,California Dance Institute,Dance,"12,390 ",3131 Olympic Blvd,,Santa Monica,CA,90404,2015-16
1221,California Institute of the Arts,Multi-disciplinary,"54,380 ",24700 McBean Parkway,,Valencia,CA,91355,2015-16
1222,"California Lawyers for the Arts, Inc.",Business Management & Arts Advocacy,"6,650 ",1641 18th St,,Santa Monica,CA,90404,2015-16
1223,California LGBT Arts Alliance,Multi-disciplinary,"4,450 ",1165 N. Normandie,,Los Angeles,CA,90029,2015-16
1224,Casa 0101,Theatre,"10,500 ",2009 East First St,,Los Angeles,CA,90033,2015-16
1225,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"31,700 ",244 S. San Pedro St,#401,Los Angeles,CA,90012,2015-16
1226,"Center for Cultural Innovation, The",Business Management & Arts Advocacy,"32,960 ",244 S. San Pedro St,#401,Los Angeles,CA,90012,2015-16
1227,Center for the Study of Political Graphics,Visual/Design,"11,080 ",3916 Sepulveda Blvd,Ste 104,Culver City,CA,90230,2015-16
1228,Center Stage Opera,Music,"5,460 ",PO Box 371091,,Reseda,CA,91337,2015-16
1229,Center Theatre Group of Los Angeles,Theatre,"48,080 ",601 W. Temple St,,Los Angeles,CA,90012,2015-16
1230,Circle X Theatre Co,Theatre,"8,990 ",3269 Casitas Ave,,Los Angeles,CA,90039,2015-16
1231,"Colburn School, The",Music,"5,000 ",200 S. Grand Ave,,Los Angeles,CA,90012,2015-16
1232,Collage Dance Theatre,Dance,"12,800 ",2934 1/2 Beverly Glen Circle,#25,Los Angeles,CA,90077,2015-16
1233,Community Partners (fbo Emerging Arts Leaders/Los Angeles,Business Management & Arts Advocacy,"2,200 ",1000 N. Alameda St,Ste 240,Los Angeles,CA,90012,2015-16
1234,Community Partners (fbo LA Commons),Multi-disciplinary,"6,720 ",1000 N. Alameda St,Ste 240,Los Angeles,CA,90012,2015-16
1235,Community Partners (fbo LA Commons),Multi-disciplinary,"4,830 ",1000 N. Alameda St,Ste 240,Los Angeles,CA,90012,2015-16
1236,Community Partners (fbo WriteGirl),Literature,"17,680 ",1000 N. Alamada St,Ste 240,Los Angeles,CA,90012,2015-16
1237,"Company of Angels, Inc.",Theatre,"7,730 ",PO BOX 3480,,Los Angeles,CA,90078,2015-16
1238,Contra-Tiempo,Dance,"15,350 ",3131 Olympic Blvd,,Santa Monica,CA,90404,2015-16
1239,Cornerstone Theater Company Inc,Theatre,"29,180 ",708 Traction Ave,,Los Angeles,CA,90013,2015-16
1240,Craft and Folk Art Museum,Traditional/Folk,"11,130 ",5814 Wilshire Blvd.,,Los Angeles,CA,90036,2015-16
1241,"Create Now, Inc.",Visual/Design,"7,100 ",1611 S. Hope St,#E,Los Angeles,CA,90015-4115,2015-16
1242,Crescendo Young Musicians Guild,Music,"3,350 ",525 S. berendo St,Unit 203,Los Angeles,CA,90020,2015-16
1243,"Cultural Heritage Foundation, Inc.",Culture/History,"7,600 ",3800 Homer St,,Los Angeles,CA,90031-1530,2015-16
1244,"Da Camera Society of Mount St. Mary's College, The",Music,"7,980 ",10 Chester Place,,Los Angeles,CA,90007,2015-16
1245,Dance Camera West,Media,"4,530 ",2934 1/2 Beverly Glen Circle,#292,Los Angeles,CA,90077-1724,2015-16
1246,Dance Resource Center of Greater Los Angeles,Business Management & Arts Advocacy,"13,440 ",PO Box 41092,,Los Angeles,CA,90042,2015-16
1247,Dance Studio Showtime - Katusha,Traditional/Folk,"3,320 ",8037 Limerick Ave,,Winnetka,CA,91306,2015-16
1248,Dancessence Inc,Dance,"4,960 ",911 9th St,#206,Santa Monica,CA,90403,2015-16
1249,"Deaf West Theatre Company, Inc.",Theatre,"10,120 ",5114 Lankeshim Blvd,,North Hollywood,CA,91601,2015-16
1250,Diavolo Dance Theatre,Dance,"10,280 ",616 Moulton Ave,,Los Angeles,CA,90031,2015-16
1251,Eagle Rock Cultural Association,Multi-disciplinary,"14,090 ",2225 Colorado Blvd,,Los Angeles,CA,90041,2015-16
1252,Eagle Rock Cultural Association,Multi-disciplinary,"19,570 ",2225 Colorado Blvd,,Los Angeles,CA,90041,2015-16
1253,"East-West Players, Inc.",Theatre,"14,060 ",120 N. Judge John Aiso St,,Los Angeles,CA,90012-3859,2015-16
1254,Echo Park Film Center,Media,"14,810 ",1200 N. Alvarado St,,Los Angeles,CA,90026,2015-16
